caption,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13
"⛺ The sun is setting on our Summits and Sunsets Backpacking Giveaway! ⛺

Enter through tomorrow for the chance to win an awesome gear package from @ospreypacks, @lekiusa, @vasquefootwear, @jetboil, @eurekacamping, @sawyerproducts and @ustgear!
Head to the link in our bio to enter and get ready to adventure in comfort this summer!

Giveaway closes tomorrow, Sunday, 3/7/21 at 11:59 PM MT and you must be over 18 years old, and located in the United States, to receive the prize. One random winner will be selected and notified, and the winner will only be contacted via email. This giveaway is not sponsored, endorsed, or administered by Instagram. #ospreypacks #giveaway",ospreypacks,giveaway,,,,,,,,,,,,
"""Most of the shadows of this life are caused by standing in one's own sunshine. "" - Ralph Waldo Emerson | 📷 by @_ends_of_the_earth_ | Featured pack from the Archeon Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Make the most of yourself by fanning the tiny, inner sparks of possibility into flames of achievement.” - Golda Meir | 📷 by @jacintapink | Featured pack from the Exos/Eja Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"This International Women’s Day and every day, we celebrate the contribution and applaud the achievements of women in the outdoors who inspire us and our products—from the women here at Osprey to our professional female athletes. #IWD2021",IWD2021,,,,,,,,,,,,,
"“One of the secrets to staying young is to always do things you don’t know how to do, to keep learning.” - Ruth Reichl | 📷 by @amelievoyer by @bare_hands_jewelry_company | Featured pack from the 24/7 Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""On life and peaks it is the same. With strength we win the grail, but courage is the thing we need to face the downward trail.” - Jacob Clifford Moomaw | 📷 by @michelholleman | Featured pack from the Exos/Eja Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""Embrace what makes you unique, even if it makes others uncomfortable. I didn't have to become perfect because I've learned throughout my journey that perfection is the enemy of greatness."" - Janelle Monae | 📷 by @backpackerbhav | Featured pack from the Sirrus/Stratos Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
“Friendship is the only cement that will ever hold the world together.” - Woodrow T. Wilson |  📷 by cherrrylok | Featured pack from the Atmos/Aura Series #ospreypacks,ospreypacks,,,,,,,,,,,,,
"""Don't settle for average. Bring your best to the moment. Then, whether it fails or succeeds, at least you know you gave all you had. We need to live the best that's in us."" - Angela Bassett | 📷 by @thrillermom | Featured pack from the Daylite Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"⛺SUMMITS AND SUNSETS | BACKPACKING GIVEAWAY ⛺
Gear up and get out there with our Summits and Sunsets Giveaway. Enter for a chance to win this prize package and your gear will keep you comfortable every step of your journey. Bring on the backpacking adventures. Prizes include:

- 1 NEW Osprey Packs Aether/Ariel 65 Backpack
- 1 Pair of LEKI Micro Vario Carbon Trekking Poles
- 1 Pair of Vasque Footwear Breeze LT GTX Hiking Boots
- 1 NEW Jetboil Stash Stove
- 1 Eureka Midori 2 Person Tent
- Sawyer Bug protection package including four Permethrin Spray Bottles, two Picaridin Spray Bottles, and two Picaridin Lotion 7-Packs), as well as two sunscreens and one Sawyer Squeeze filter
- 1 UST Gear Freestyle Lightweight Backpacking Sleeping Mat
To enter, simply:
⛺ Like this post and tag a backpacking buddy
⛺ Follow @ospreypacks, @lekiusa, @vasquefootwear, @jetboil, @eurekacamping, @sawyerproducts and @ustgear
⛺ Head to the link in our bio to enter and get more details
Giveaway closes Sunday 3/7/21 at 11:59 PM MT. One random winner will be selected and notified.
-
This giveaway is not sponsored, endorsed, or administered by Instagram and you must be over 18 years old, and located in the United States, to receive the prize.
#ospreypacks #giveaway",ospreypacks,giveaway,,,,,,,,,,,,
"""When we fulfil our function, which is to truly love ourselves and share love with others, then true happiness sets in."" - Gabrielle Berstein | 📷 by @irsksettere | Featured pack from the Talon/Tempest Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Announcing the 2021 Thru-Hiker Giveaway! 

We've partnered with the new @hikerfeed app and a handful of other brands to give out $2500 worth of gear to 10 lucky winners. To enter for your chance to win, or to get more details, click the link in @hikerfeed's bio to download the HikerFeed app and get started. This contest runs from February 21st to February 28th, with winners selected on March 3rd. Open to U.S. applicants only. Good luck! #ospreypacks #hikerfeed #thruhiking #giveaway",ospreypacks,hikerfeed,thruhiking,giveaway,,,,,,,,,,
"""Color! What a deep and mysterious language, the language of dreams."" - Paul Gauguin 📷 by @fayefully_yours  Featured pack from the 24/7 Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"#OspreyAthlete and professional explorer @RayZahab feels very fortunate to do what he loves. He has run over 17,000 km across the far corners of the world in the last 15 years. But the greatest gift in his life has been being a dad. Every week, they hold ""family day,"" a day of no pressure adventure and quality time with his wife, Kath, and their two girls, Mia and Anika. 

''On all of my expeditions since then, I dream about days when I return home, to create our own family adventures big and small. I see in my daughters a growing fascination of what adventures are out there waiting for them, and it stokes me so much that they are getting increasingly excited to explore in bigger way, and they have a big goal set for the near future!'' - Ray 

Tune into our stories and posts today and get a peek into what family day entails for this Ottawa-based adventure clan, and how they make their outdoor adventures fun for all. 
 📷 by @rayzahab  Featured pack from the Daylite, Ace, Levity, and Exos/Eja Series #ospreypacks",OspreyAthlete,ospreypacks,,,,,,,,,,,,
"To the ones who inspire us to get outside. The little ones shouldering their first pack. The four-legged ones who whimper with excitement until we arrive at the trailhead. The down-for-anything ones who fill our weekends up with adventure. Whoever “the one” is that makes your outdoor dreams come true, let's spread the love today.",,,,,,,,,,,,,,
"""The biggest adventure you can take is to live the life of your dreams."" - Oprah Winfrey 📷 by @lynnnac  Featured pack from the Daylite Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""When you put love out in the world it travels, and it can touch people and reach people in ways that we never even expected."" - Laverne Cox 📷 by @canipel  Featured pack from the Poco Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"High in the cliffs of Grand Teton National Park, an isolated, genetically unique herd of less than 100 Bighorn Sheep has miraculously been able to hold on despite threats of habitat loss, disease, and human interference. In this new short film, Denizens of the Steep explores the impact of backcountry recreation on migratory sheep, with professional ski mountaineer/guide @kimhavell and others discussing the importance of protecting and conserving the wild places in which we roam. 

Head to the link in our bio to watch the full film. #ospreypacks #recreateresponsibly",ospreypacks,recreateresponsibly,,,,,,,,,,,,
"""I'd rather regret the risks that didn't work out than the chances I didn't take at all."" - Simone Biles | 📷 by @lukas_klingora_lukymountain.cz | Featured pack from the Mutant Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"""It was when I realized I needed to stop trying to be somebody else and be myself, I actually started to own, accept and love what I had.” - Tracee Ellis Ross 📷 by @Law_soaring_eagle  Featured pack from the Talon/Tempest Series #ospreypacks",ospreypacks,,,,,,,,,,,,,
"Every Sunday we go on a Zahab family adventure. Together we decide if it will be a trail run, ski, or something else. This past year, the girls set specific goals, such as completing their first 20km trail run, which evolved into multiple trail runs over 20km. Each year, we’ve set a goal to go on a bigger adventure than the year before when dad gets home from expeditions. 

In 2020, the girls focused their goals on skiing groomers and backcountry, both skate and classic. Due to travel restrictions, our big winter adventure will have to wait, but we won’t let all this training be for not! This week’s ski was an awesome 24km loop with plenty of climbing and a few technical descents, which they go into a tuck, and I curl up into more of a fetal position ‘fear tuck’😂! 

What family adventures do you have planned this winter? Share with us in the comments below!",,,,,,,,,,,,,,
"⛺ GIVEAWAY REMINDER! ⛺
Our Summits and Sunsets Backpacking Giveaway ends soon!

Don’t miss the chance to enter to win an awesome gear package from @ospreypacks, @lekiusa, @vasquefootwear, @jetboil, @eurekacamping, @sawyerproducts and @ustgear!
Enter via the link in our bio and get ready to adventure in comfort this summer!

Giveaway closes Sunday, 3/7/21 at 11:59 PM MT and you must be over 18 years old, and located in the United States, to receive the prize. One random winner will be selected and notified. This giveaway is not sponsored, endorsed, or administered by Instagram.
#ospreypacks #giveaway",ospreypacks,giveaway,,,,,,,,,,,,
"""When you take care of yourself, you're a better person for others. When you feel good about yourself, you treat others better."" - Solange Knowles | 📷 by @amberkchang | Featured pack from the Kamber/Kresta Series #ospreypacks #ospreyambassador #thegooddaysaremade",ospreypacks,ospreyambassador,thegooddaysaremade,,,,,,,,,,,
"Whether you are a seasoned veteran or new to touring, a solid set of tools at your disposal is a good starting point for staying safe in the backcountry. Today on the blog, @grady_j outlines a toolkit of apps, books, and other resources he uses to prepare for a trip to the backcountry, safety and repair items he won't leave home without, and his must-have camera for capturing a fun day of touring. Head to the link in our bio for more. 📷 @liam_doran_outdoors with @grady_j  Featured pack from the Soelden/Sopris Series #ospreypacks #backcountryskiing #backcountrysafety",ospreypacks,backcountryskiing,backcountrysafety,,,,,,,,,,,
