caption,answer
"""Love is just a word until someone comes along and gives it meaning."" - Paulo Coelho ❤️ 📷 by @capturedbykpphotography, with @libb64 and @kathyjw62  Featured pack from the Skarab/Skimmer and Talon/Tempest Series #ospreypacks",
"""We’ve started more hikes than we’ve finished recently and the transition has been slow, but we both know that it’ll be worth it. I thought I could dive in with him and I’m learning that it’s more of a slow, tip-toe into the proverbial waters rather than a father/son cannonball in.""

New on the blog, #OspreyAmbassador @knarles_gage shares the realities of fatherhood and ponders how to share his love for the outdoors with his and @malorie_gage's 6-month-old son, Finnley. Read the full post at the link in our bio. 📷 by @knarles_gage  Featured pack from the Arcane Series #ospreypacks",
"""You can't change who you are, but you can change what you have in your head, you can refresh what you're thinking about, you can put some fresh air in your brain."" - Ernesto Bertarelli 📷 by @theoriginal10cent  Featured pack from the Hikelite Series #ospreypacks",
"""Solitude is creativity's best friend, and solitude is refreshment for our souls."" - Naomi Judd 📷 by @backpackerbhav  Featured pack from the Skarab/Skimmer Series #ospreypacks #ospreyambassador #thegooddaysaremade",
"“Are you sitting down?” I heard my friend say over the phone. “There’s been an accident.” Over the past months, I have thought of her accident, my relationship to risk, the choices we make in the mountains and why. The conclusion I have drawn and surprisingly found peace in is we don’t have control. As scary as the unknown can feel, there is also something freeing about realizing that no matter how hard we try to control, manipulate, and organize a situation, ultimately there are unknowns.  #ospreyathlete @kyleektoth share her thoughts on risk in the backcountry and how she has embraced the in-between and unknown. Read her full post via link in bio 📷 by: @kyleektoth  Featured pack from the Kamber/Kresta Series #ospreypacks #ospreyambassador",
"""Autumn dresses up in gold; the richest season of the soul."" - Angie Weiland-Crosby  We're hanging on to what's left of fall. What adventures do you have planned this weekend? 🍁 📷 by: @maggiehsxoxo  Featured pack from the Talon/Tempest Series #ospreypacks #fallvibes",
@altbloom #ospreypacks,
"The next morning we packed up and headed South West to the park. I’d never seen terrain like this in Texas and I was born and raised here. The Santa Elena Canyons are truly like a mini Grand Canyon. We arrived, rolled up pants legs and started a 3 hour hike down the river. 📷 by: @coryt  Featured pack from the Archeon Series #ospreypacks",
"Today, we honor all of our veterans and thank them for their service. Osprey is proud to support @veterans_expeditions, a veteran-led nonprofit focused on empowering vets by providing leadership opportunities in the outdoors. Their work connects veterans and creates community — learn more and donate by visiting @veterans_expeditions  #ospreypacks #veteransday",
"Wherever you go, go with all of your heart ❤️ “Exploring West Texas’s nature has always been on my list. I fell in-love with Marfa in 2014 and have always ventured back over the years but never to Big Bend National Park or it’s surrounding areas. Let’s say, we had fun!” - Cory Tran
—
Follow along as @coryt takes over our IG for the next two days. We'll explore Marfa, Austin, El Cosmico and the mountains around Big Bend. If you’ve never been it is a MUST. What location is on your future travel bucket list?
 📷 by: @coryt  Featured pack from the Archeon Series #ospreypacks #newadventures #thegooddaysaremade #exploremore",
"""Every leaf speaks bliss to me, fluttering from the autumn tree."" - Emily Brontë 📷 by amira.silverman  Featured pack from the Talon/Tempest Series #ospreypacks #ospreypacksambassador #thegooddaysaremade",
Let's sit quiety and listen to the secrets the rain wants to tell us. 📷 by: @mo_donnell94  Featured pack from the Farpoint/Fairview Series #ospreypacks #rainydays,
"""Leave it as it is. The ages have been at work on it and man can only mar it.""
—
West Texas is magic. It’s a trek to get here but worth it. The landscape is magical, the sunsets are stil and vast. The adventures are plentiful. So, who is ready to go on a new adventure? 📷 by: @coryt  Featured pack from the Archeon Series #ospreypacks",
"“With its endlessly unpredictable fusion of alt-R&B and classic singer/songwriter pop, @altbloom offers the sonic equivalent of that purposeful escape: warmly textured and wonderfully unhurried.” - Hollywood Records  Tune in today at 4pm MST for a live acoustic set with Alt Bloom!  #concert #livemusic #altbloom #ospreypacks",
Radiate joy from the inside out ☺️ 📷 by: @nikki_gagnon03  Featured pack from the Daylite Series  #ospreypacks #thegooddaysaremade,
"At Osprey, we love the outdoors - it's in our DNA. And although our travel plans have been put on hold for now, we can still find so much inspiration from the adventures right in our own backyard. So whether you live near a national park or have a local trail you love to visit, we’ve got you covered with our #BeyondTheBackyard prize pack! We've partnered with some of our favorite brands to give away THREE awesome prize packs. 
—
Here's how to enter:
1. Follow @hydroflask, @smithoptics, @gorumpl, @ospreypacks, @chacofootwear, @coalheadwear & @sunbum
2. Tag at least one friend that you want to use the new gear with in the comments.
3. Hit the link in our bio to enter. 
—
Contest ends at midnight November 9th. U.S only 18+, See official rules at https://bit.ly/3jHmAuf. Good luck!  #ospreypacks #giveaway #backyard",
Let's take our hearts for a walk in the woods and listen to the magic whispers of old trees 🌲🗻 📷 by: @cristian_rays  Featured pack from the Farpoint/Fairview Series #ospreypacks,
"We've hand-picked the best gear to ski the resort or backcountry in style this winter. Get kitted with cozy headwear from @shitthatiknit, a light and versatile bag from @ospreypacks, functional & fitting outerwear from @trewgear, warm boots from @forsakeco ,and a pair of award-winning women designed skis from @renounskis. It's all the gear you need to get out there this winter, on and off the mountain.
—
Click the link in our bio to signup for your chance to win the ultimate winter kit. Winner selected via email November 12th, 2020  Featured pack from the Soeldon/Sopris Series #ospreypacks #backcountryskiing #winteriscoming #giveaway",
'Tis the season to be spooky! 🕸👻🎃 📷 by: @nateintheclouds  Featured pack from the Aether/Ariel Series #ospreypacks #happyhalloween #spooky,
"Summer has come to an end but your adventure shouldn’t. That is why we have partnered with @roofnest, @solostove, and @rovrproducts to give away everything you need to keep the adventure going all year long. With over $2500 worth of free gear, you’ll be the king or queen of the campground.  Click the link in our bio to enter!  Featured pack from the Talon/Tempest + Transporter Series #ospreypacks #giveaway",
"Don't count the days, make the days count! 📷 by: @kamakshi.pal  Featured pack from the Stratos/Sirrus Series #ospreypacks #thegooddaysaremade #snowyviews",
"While nearby National Parks like Zion, Bryce, Arches, Capitol Reef, and Canyonlands get most the fanfare, southern Utah’s true hidden gem is Escalante, a weird, massive, and desolate landscape. Bordered by the aforementioned parks, the Colorado River on the east and Lake Powell to the south, the federally designated National Monument sprawls over hundreds of miles of rocks, sand, cactus, and the occasional oasis. 
—
To see the area, our group of 8 decided to tackle a 4-day bikepacking trip around the southern Utah desert. We would travel on a mix of roads–everything from rough gravel to paved highways, and try to camp near water sources so that we’d be able to cook each night. We ended up getting a bit more than we bargained for–280 miles in the desert sun will make your mind spin–but through the process and long days in the saddle, we learned something about ourselves and each other. 
—
Click the link in bio to read the full the story of our journey, told through photographs of the trip.  📷 by: @andrewfitts  #ospreypacks #bikepacking",
